Ship,Class,Type,Engineering,Experimental,ShieldStrength,RegenRate,ExpRes,KinRes,ThermRes
Sidewinder,2,Prismatic,Thermal resistant,Fast Charge,78.5358,1.15,0.5075,0.7308,0.609
Sidewinder,2,Prismatic,Thermal resistant,Force Block,76.1797,1,0.5,0.6624,0.6
Sidewinder,2,Prismatic,Thermal resistant,Hi-Cap,83.2479,1,0.5,0.72,0.6
Sidewinder,2,Prismatic,Thermal resistant,Thermo Block,76.1797,1,0.5,0.72,0.552
Sidewinder,2,Prismatic,Thermal resistant,Multi-weave,78.5358,1,0.485,0.6984,0.582
Sidewinder,2,Prismatic,Kinetic resistant,Fast Charge,78.5358,1.15,0.5075,0.3045,1.4007
Sidewinder,2,Prismatic,Kinetic resistant,Force Block,76.1797,1,0.5,0.276,1.38
Sidewinder,2,Prismatic,Kinetic resistant,Hi-Cap,83.2479,1,0.5,0.3,1.38
Sidewinder,2,Prismatic,Kinetic resistant,Thermo Block,76.1797,1,0.5,0.3,1.2696
Sidewinder,2,Prismatic,Kinetic resistant,Multi-weave,78.5358,1,0.485,0.291,1.3386
Type-10 Defender,6,Bi-Weave,Reinforced,Fast Charge,180.4362,3.68,0.4238,0.5085,1.017
Type-10 Defender,6,Bi-Weave,Reinforced,Force Block,175.0104,3.2,0.4175,0.4609,1.002
Type-10 Defender,6,Bi-Weave,Reinforced,Hi-Cap,191.256,3.2,0.4175,0.501,1.002
Type-10 Defender,6,Bi-Weave,Reinforced,Thermo Block,175.0104,3.2,0.4175,0.501,0.9218
Type-10 Defender,6,Bi-Weave,Reinforced,Multi-weave,180.4362,3.2,0.405,0.486,0.9719
Type-10 Defender,6,Bi-Weave,Thermal resistant,Fast Charge,130.7509,3.68,0.5075,0.7308,0.609
Type-10 Defender,6,Bi-Weave,Thermal resistant,Force Block,126.8284,3.2,0.5,0.6624,0.6
Type-10 Defender,6,Bi-Weave,Thermal resistant,Hi-Cap,138.596,3.2,0.5,0.72,0.6
Type-10 Defender,6,Bi-Weave,Thermal resistant,Thermo Block,126.8284,3.2,0.5,0.72,0.552
Type-10 Defender,6,Bi-Weave,Thermal resistant,Multi-weave,130.7509,3.2,0.485,0.6984,0.582
Type-10 Defender,6,Bi-Weave,Kinetic resistant,Fast Charge,130.7509,3.68,0.5075,0.3045,1.4007
Type-10 Defender,6,Bi-Weave,Kinetic resistant,Force Block,126.8284,3.2,0.5,0.276,1.38
Type-10 Defender,6,Bi-Weave,Kinetic resistant,Hi-Cap,138.596,3.2,0.5,0.3,1.38
Type-10 Defender,6,Bi-Weave,Kinetic resistant,Thermo Block,126.8284,3.2,0.5,0.3,1.2696
Type-10 Defender,6,Bi-Weave,Kinetic resistant,Multi-weave,130.7509,3.2,0.485,0.291,1.3386
Type-10 Defender,6,Normal,Reinforced,Fast Charge,312.9162,1.495,0.4238,0.5085,1.017
Type-10 Defender,6,Normal,Reinforced,Force Block,303.5224,1.3,0.4175,0.4609,1.002
Type-10 Defender,6,Normal,Reinforced,Hi-Cap,331.704,1.3,0.4175,0.501,1.002
Type-10 Defender,6,Normal,Reinforced,Thermo Block,303.5224,1.3,0.4175,0.501,0.9218
Type-10 Defender,6,Normal,Reinforced,Multi-weave,312.9162,1.3,0.405,0.486,0.9719
Type-10 Defender,6,Normal,Thermal resistant,Fast Charge,226.7509,1.495,0.5075,0.7308,0.609
Type-10 Defender,6,Normal,Thermal resistant,Force Block,219.9484,1.3,0.5,0.6624,0.6
Type-10 Defender,6,Normal,Thermal resistant,Hi-Cap,240.356,1.3,0.5,0.72,0.6
Type-10 Defender,6,Normal,Thermal resistant,Thermo Block,219.9484,1.3,0.5,0.72,0.552
Type-10 Defender,6,Normal,Thermal resistant,Multi-weave,226.7509,1.3,0.485,0.6984,0.582
Type-10 Defender,6,Normal,Kinetic resistant,Fast Charge,226.7509,1.495,0.5075,0.3045,1.4007
Type-10 Defender,6,Normal,Kinetic resistant,Force Block,219.9484,1.3,0.5,0.276,1.38
Type-10 Defender,6,Normal,Kinetic resistant,Hi-Cap,240.356,1.3,0.5,0.3,1.38
Type-10 Defender,6,Normal,Kinetic resistant,Thermo Block,219.9484,1.3,0.5,0.3,1.2696
Type-10 Defender,6,Normal,Kinetic resistant,Multi-weave,226.7509,1.3,0.485,0.291,1.3386
Type-10 Defender,6,Prismatic,Reinforced,Fast Charge,445.3962,1.15,0.4238,0.5085,1.017
Type-10 Defender,6,Prismatic,Reinforced,Force Block,432.0344,1,0.4175,0.4609,1.002
Type-10 Defender,6,Prismatic,Reinforced,Hi-Cap,472.12,1,0.4175,0.501,1.002
Type-10 Defender,6,Prismatic,Reinforced,Thermo Block,432.0344,1,0.4175,0.501,0.9218
Type-10 Defender,6,Prismatic,Reinforced,Multi-weave,445.3962,1,0.405,0.486,0.9719
Type-10 Defender,6,Prismatic,Thermal resistant,Fast Charge,322.7509,1.15,0.5075,0.7308,0.609
Type-10 Defender,6,Prismatic,Thermal resistant,Force Block,313.0684,1,0.5,0.6624,0.6
Type-10 Defender,6,Prismatic,Thermal resistant,Hi-Cap,342.116,1,0.5,0.72,0.6
Type-10 Defender,6,Prismatic,Thermal resistant,Thermo Block,313.0684,1,0.5,0.72,0.552
Type-10 Defender,6,Prismatic,Thermal resistant,Multi-weave,322.7509,1,0.485,0.6984,0.582
Type-10 Defender,6,Prismatic,Kinetic resistant,Fast Charge,322.7509,1.15,0.5075,0.3045,1.4007
Type-10 Defender,6,Prismatic,Kinetic resistant,Force Block,313.0684,1,0.5,0.276,1.38
Type-10 Defender,6,Prismatic,Kinetic resistant,Hi-Cap,342.116,1,0.5,0.3,1.38
Type-10 Defender,6,Prismatic,Kinetic resistant,Thermo Block,313.0684,1,0.5,0.3,1.2696
Type-10 Defender,6,Prismatic,Kinetic resistant,Multi-weave,322.7509,1,0.485,0.291,1.3386
Type-10 Defender,7,Bi-Weave,Reinforced,Fast Charge,353.4684,5.06,0.4238,0.5085,1.017
Type-10 Defender,7,Bi-Weave,Reinforced,Force Block,342.8516,4.4,0.4175,0.4609,1.002
Type-10 Defender,7,Bi-Weave,Reinforced,Hi-Cap,374.6701,4.4,0.4175,0.501,1.002
Type-10 Defender,7,Bi-Weave,Reinforced,Thermo Block,342.8516,4.4,0.4175,0.501,0.9218
Type-10 Defender,7,Bi-Weave,Reinforced,Multi-weave,353.4684,4.4,0.405,0.486,0.9719
Type-10 Defender,7,Bi-Weave,Thermal resistant,Fast Charge,256.1365,5.06,0.5075,0.7308,0.609
Type-10 Defender,7,Bi-Weave,Thermal resistant,Force Block,248.4524,4.4,0.5,0.6624,0.6
Type-10 Defender,7,Bi-Weave,Thermal resistant,Hi-Cap,271.5047,4.4,0.5,0.72,0.6
Type-10 Defender,7,Bi-Weave,Thermal resistant,Thermo Block,248.4524,4.4,0.5,0.72,0.552
Type-10 Defender,7,Bi-Weave,Thermal resistant,Multi-weave,256.1365,4.4,0.485,0.6984,0.582
Type-10 Defender,7,Bi-Weave,Kinetic resistant,Fast Charge,256.1365,5.06,0.5075,0.3045,1.4007
Type-10 Defender,7,Bi-Weave,Kinetic resistant,Force Block,248.4524,4.4,0.5,0.276,1.38
Type-10 Defender,7,Bi-Weave,Kinetic resistant,Hi-Cap,271.5047,4.4,0.5,0.3,1.38
Type-10 Defender,7,Bi-Weave,Kinetic resistant,Thermo Block,248.4524,4.4,0.5,0.3,1.2696
Type-10 Defender,7,Bi-Weave,Kinetic resistant,Multi-weave,256.1365,4.4,0.485,0.291,1.3386
Type-10 Defender,7,Normal,Reinforced,Fast Charge,485.9484,2.07,0.4238,0.5085,1.017
Type-10 Defender,7,Normal,Reinforced,Force Block,471.3636,1.8,0.4175,0.4609,1.002
Type-10 Defender,7,Normal,Reinforced,Hi-Cap,515.1181,1.8,0.4175,0.501,1.002
Type-10 Defender,7,Normal,Reinforced,Thermo Block,471.3636,1.8,0.4175,0.501,0.9218
Type-10 Defender,7,Normal,Reinforced,Multi-weave,485.9484,1.8,0.405,0.486,0.9719
Type-10 Defender,7,Normal,Thermal resistant,Fast Charge,352.1365,2.07,0.5075,0.7308,0.609
Type-10 Defender,7,Normal,Thermal resistant,Force Block,341.5724,1.8,0.5,0.6624,0.6
Type-10 Defender,7,Normal,Thermal resistant,Hi-Cap,373.2647,1.8,0.5,0.72,0.6
Type-10 Defender,7,Normal,Thermal resistant,Thermo Block,341.5724,1.8,0.5,0.72,0.552
Type-10 Defender,7,Normal,Thermal resistant,Multi-weave,352.1365,1.8,0.485,0.6984,0.582
Type-10 Defender,7,Normal,Kinetic resistant,Fast Charge,352.1365,2.07,0.5075,0.3045,1.4007
Type-10 Defender,7,Normal,Kinetic resistant,Force Block,341.5724,1.8,0.5,0.276,1.38
Type-10 Defender,7,Normal,Kinetic resistant,Hi-Cap,373.2647,1.8,0.5,0.3,1.38
Type-10 Defender,7,Normal,Kinetic resistant,Thermo Block,341.5724,1.8,0.5,0.3,1.2696
Type-10 Defender,7,Normal,Kinetic resistant,Multi-weave,352.1365,1.8,0.485,0.291,1.3386
Type-10 Defender,7,Prismatic,Reinforced,Fast Charge,618.4284,1.265,0.4238,0.5085,1.017
Type-10 Defender,7,Prismatic,Reinforced,Force Block,599.8756,1.1,0.4175,0.4609,1.002
Type-10 Defender,7,Prismatic,Reinforced,Hi-Cap,655.5341,1.1,0.4175,0.501,1.002
Type-10 Defender,7,Prismatic,Reinforced,Thermo Block,599.8756,1.1,0.4175,0.501,0.9218
Type-10 Defender,7,Prismatic,Reinforced,Multi-weave,618.4284,1.1,0.405,0.486,0.9719
Type-10 Defender,7,Prismatic,Thermal resistant,Fast Charge,448.1365,1.265,0.5075,0.7308,0.609
Type-10 Defender,7,Prismatic,Thermal resistant,Force Block,434.6924,1.1,0.5,0.6624,0.6
Type-10 Defender,7,Prismatic,Thermal resistant,Hi-Cap,475.0247,1.1,0.5,0.72,0.6
Type-10 Defender,7,Prismatic,Thermal resistant,Thermo Block,434.6924,1.1,0.5,0.72,0.552
Type-10 Defender,7,Prismatic,Thermal resistant,Multi-weave,448.1365,1.1,0.485,0.6984,0.582
Type-10 Defender,7,Prismatic,Kinetic resistant,Fast Charge,448.1365,1.265,0.5075,0.3045,1.4007
Type-10 Defender,7,Prismatic,Kinetic resistant,Force Block,434.6924,1.1,0.5,0.276,1.38
Type-10 Defender,7,Prismatic,Kinetic resistant,Hi-Cap,475.0247,1.1,0.5,0.3,1.38
Type-10 Defender,7,Prismatic,Kinetic resistant,Thermo Block,434.6924,1.1,0.5,0.3,1.2696
Type-10 Defender,7,Prismatic,Kinetic resistant,Multi-weave,448.1365,1.1,0.485,0.291,1.3386
Type-10 Defender,8,Bi-Weave,Reinforced,Fast Charge,534.7204,6.67,0.4238,0.5085,1.017
Type-10 Defender,8,Bi-Weave,Reinforced,Force Block,518.666,5.8,0.4175,0.4609,1.002
Type-10 Defender,8,Bi-Weave,Reinforced,Hi-Cap,566.7972,5.8,0.4175,0.501,1.002
Type-10 Defender,8,Bi-Weave,Reinforced,Thermo Block,518.666,5.8,0.4175,0.501,0.9218
Type-10 Defender,8,Bi-Weave,Reinforced,Multi-weave,534.7204,5.8,0.405,0.486,0.9719
Type-10 Defender,8,Bi-Weave,Thermal resistant,Fast Charge,387.4785,6.67,0.5075,0.7308,0.609
Type-10 Defender,8,Bi-Weave,Thermal resistant,Force Block,375.8542,5.8,0.5,0.6624,0.6
Type-10 Defender,8,Bi-Weave,Thermal resistant,Hi-Cap,410.7272,5.8,0.5,0.72,0.6
Type-10 Defender,8,Bi-Weave,Thermal resistant,Thermo Block,375.8542,5.8,0.5,0.72,0.552
Type-10 Defender,8,Bi-Weave,Thermal resistant,Multi-weave,387.4785,5.8,0.485,0.6984,0.582
Type-10 Defender,8,Bi-Weave,Kinetic resistant,Fast Charge,387.4785,6.67,0.5075,0.3045,1.4007
Type-10 Defender,8,Bi-Weave,Kinetic resistant,Force Block,375.8542,5.8,0.5,0.276,1.38
Type-10 Defender,8,Bi-Weave,Kinetic resistant,Hi-Cap,410.7272,5.8,0.5,0.3,1.38
Type-10 Defender,8,Bi-Weave,Kinetic resistant,Thermo Block,375.8542,5.8,0.5,0.3,1.2696
Type-10 Defender,8,Bi-Weave,Kinetic resistant,Multi-weave,387.4785,5.8,0.485,0.291,1.3386
Type-10 Defender,8,Normal,Reinforced,Fast Charge,667.2004,2.76,0.4238,0.5085,1.017
Type-10 Defender,8,Normal,Reinforced,Force Block,647.178,2.4,0.4175,0.4609,1.002
Type-10 Defender,8,Normal,Reinforced,Hi-Cap,707.2452,2.4,0.4175,0.501,1.002
Type-10 Defender,8,Normal,Reinforced,Thermo Block,647.178,2.4,0.4175,0.501,0.9218
Type-10 Defender,8,Normal,Reinforced,Multi-weave,667.2004,2.4,0.405,0.486,0.9719
Type-10 Defender,8,Normal,Thermal resistant,Fast Charge,483.4785,2.76,0.5075,0.7308,0.609
Type-10 Defender,8,Normal,Thermal resistant,Force Block,468.9742,2.4,0.5,0.6624,0.6
Type-10 Defender,8,Normal,Thermal resistant,Hi-Cap,512.4872,2.4,0.5,0.72,0.6
Type-10 Defender,8,Normal,Thermal resistant,Thermo Block,468.9742,2.4,0.5,0.72,0.552
Type-10 Defender,8,Normal,Thermal resistant,Multi-weave,483.4785,2.4,0.485,0.6984,0.582
Type-10 Defender,8,Normal,Kinetic resistant,Fast Charge,483.4785,2.76,0.5075,0.3045,1.4007
Type-10 Defender,8,Normal,Kinetic resistant,Force Block,468.9742,2.4,0.5,0.276,1.38
Type-10 Defender,8,Normal,Kinetic resistant,Hi-Cap,512.4872,2.4,0.5,0.3,1.38
Type-10 Defender,8,Normal,Kinetic resistant,Thermo Block,468.9742,2.4,0.5,0.3,1.2696
Type-10 Defender,8,Normal,Kinetic resistant,Multi-weave,483.4785,2.4,0.485,0.291,1.3386
Type-10 Defender,8,Prismatic,Reinforced,Fast Charge,799.6804,1.61,0.4238,0.5085,1.017
Type-10 Defender,8,Prismatic,Reinforced,Force Block,775.69,1.4,0.4175,0.4609,1.002
Type-10 Defender,8,Prismatic,Reinforced,Hi-Cap,847.6612,1.4,0.4175,0.501,1.002
Type-10 Defender,8,Prismatic,Reinforced,Thermo Block,775.69,1.4,0.4175,0.501,0.9218
Type-10 Defender,8,Prismatic,Reinforced,Multi-weave,799.6804,1.4,0.405,0.486,0.9719
Type-10 Defender,8,Prismatic,Thermal resistant,Fast Charge,579.4785,1.61,0.5075,0.7308,0.609
Type-10 Defender,8,Prismatic,Thermal resistant,Force Block,562.0942,1.4,0.5,0.6624,0.6
Type-10 Defender,8,Prismatic,Thermal resistant,Hi-Cap,614.2472,1.4,0.5,0.72,0.6
Type-10 Defender,8,Prismatic,Thermal resistant,Thermo Block,562.0942,1.4,0.5,0.72,0.552
Type-10 Defender,8,Prismatic,Thermal resistant,Multi-weave,579.4785,1.4,0.485,0.6984,0.582
Type-10 Defender,8,Prismatic,Kinetic resistant,Fast Charge,579.4785,1.61,0.5075,0.3045,1.4007
Type-10 Defender,8,Prismatic,Kinetic resistant,Force Block,562.0942,1.4,0.5,0.276,1.38
Type-10 Defender,8,Prismatic,Kinetic resistant,Hi-Cap,614.2472,1.4,0.5,0.3,1.38
Type-10 Defender,8,Prismatic,Kinetic resistant,Thermo Block,562.0942,1.4,0.5,0.3,1.2696
Type-10 Defender,8,Prismatic,Kinetic resistant,Multi-weave,579.4785,1.4,0.485,0.291,1.3386
Type-6 Transporter,3,Bi-Weave,Reinforced,Fast Charge,118.0316,2.07,0.4238,0.5085,1.017
Type-6 Transporter,3,Bi-Weave,Reinforced,Force Block,114.4871,1.8,0.4175,0.4609,1.002
Type-6 Transporter,3,Bi-Weave,Reinforced,Hi-Cap,125.1117,1.8,0.4175,0.501,1.002
Type-6 Transporter,3,Bi-Weave,Reinforced,Thermo Block,114.4871,1.8,0.4175,0.501,0.9218
Type-6 Transporter,3,Bi-Weave,Reinforced,Multi-weave,118.0316,1.8,0.405,0.486,0.9719
Type-6 Transporter,3,Bi-Weave,Thermal resistant,Fast Charge,85.5302,2.07,0.5075,0.7308,0.609
Type-6 Transporter,3,Bi-Weave,Thermal resistant,Force Block,82.9643,1.8,0.5,0.6624,0.6
Type-6 Transporter,3,Bi-Weave,Thermal resistant,Hi-Cap,90.662,1.8,0.5,0.72,0.6
Type-6 Transporter,3,Bi-Weave,Thermal resistant,Thermo Block,82.9643,1.8,0.5,0.72,0.552
Type-6 Transporter,3,Bi-Weave,Thermal resistant,Multi-weave,85.5302,1.8,0.485,0.6984,0.582
Type-6 Transporter,3,Bi-Weave,Kinetic resistant,Fast Charge,85.5302,2.07,0.5075,0.3045,1.4007
Type-6 Transporter,3,Bi-Weave,Kinetic resistant,Force Block,82.9643,1.8,0.5,0.276,1.38
Type-6 Transporter,3,Bi-Weave,Kinetic resistant,Hi-Cap,90.662,1.8,0.5,0.3,1.38
Type-6 Transporter,3,Bi-Weave,Kinetic resistant,Thermo Block,82.9643,1.8,0.5,0.3,1.2696
Type-6 Transporter,3,Bi-Weave,Kinetic resistant,Multi-weave,85.5302,1.8,0.485,0.291,1.3386
Type-6 Transporter,3,Normal,Reinforced,Fast Charge,155.2916,1.15,0.4238,0.5085,1.017
Type-6 Transporter,3,Normal,Reinforced,Force Block,150.6311,1,0.4175,0.4609,1.002
Type-6 Transporter,3,Normal,Reinforced,Hi-Cap,164.6127,1,0.4175,0.501,1.002
Type-6 Transporter,3,Normal,Reinforced,Thermo Block,150.6311,1,0.4175,0.501,0.9218
Type-6 Transporter,3,Normal,Reinforced,Multi-weave,155.2916,1,0.405,0.486,0.9719
Type-6 Transporter,3,Normal,Thermal resistant,Fast Charge,112.5302,1.15,0.5075,0.7308,0.609
Type-6 Transporter,3,Normal,Thermal resistant,Force Block,109.1543,1,0.5,0.6624,0.6
Type-6 Transporter,3,Normal,Thermal resistant,Hi-Cap,119.282,1,0.5,0.72,0.6
Type-6 Transporter,3,Normal,Thermal resistant,Thermo Block,109.1543,1,0.5,0.72,0.552
Type-6 Transporter,3,Normal,Thermal resistant,Multi-weave,112.5302,1,0.485,0.6984,0.582
Type-6 Transporter,3,Normal,Kinetic resistant,Fast Charge,112.5302,1.15,0.5075,0.3045,1.4007
Type-6 Transporter,3,Normal,Kinetic resistant,Force Block,109.1543,1,0.5,0.276,1.38
Type-6 Transporter,3,Normal,Kinetic resistant,Hi-Cap,119.282,1,0.5,0.3,1.38
Type-6 Transporter,3,Normal,Kinetic resistant,Thermo Block,109.1543,1,0.5,0.3,1.2696
Type-6 Transporter,3,Normal,Kinetic resistant,Multi-weave,112.5302,1,0.485,0.291,1.3386
Type-6 Transporter,3,Prismatic,Reinforced,Fast Charge,192.5516,1.15,0.4238,0.5085,1.017
Type-6 Transporter,3,Prismatic,Reinforced,Force Block,186.7751,1,0.4175,0.4609,1.002
Type-6 Transporter,3,Prismatic,Reinforced,Hi-Cap,204.1047,1,0.4175,0.501,1.002
Type-6 Transporter,3,Prismatic,Reinforced,Thermo Block,186.7751,1,0.4175,0.501,0.9218
Type-6 Transporter,3,Prismatic,Reinforced,Multi-weave,192.5516,1,0.405,0.486,0.9719
Type-6 Transporter,3,Prismatic,Thermal resistant,Fast Charge,139.5302,1.15,0.5075,0.7308,0.609
Type-6 Transporter,3,Prismatic,Thermal resistant,Force Block,135.3443,1,0.5,0.6624,0.6
Type-6 Transporter,3,Prismatic,Thermal resistant,Hi-Cap,147.902,1,0.5,0.72,0.6
Type-6 Transporter,3,Prismatic,Thermal resistant,Thermo Block,135.3443,1,0.5,0.72,0.552
Type-6 Transporter,3,Prismatic,Thermal resistant,Multi-weave,139.5302,1,0.485,0.6984,0.582
Type-6 Transporter,3,Prismatic,Kinetic resistant,Fast Charge,139.5302,1.15,0.5075,0.3045,1.4007
Type-6 Transporter,3,Prismatic,Kinetic resistant,Force Block,135.3443,1,0.5,0.276,1.38
Type-6 Transporter,3,Prismatic,Kinetic resistant,Hi-Cap,147.902,1,0.5,0.3,1.38
Type-6 Transporter,3,Prismatic,Kinetic resistant,Thermo Block,135.3443,1,0.5,0.3,1.2696
Type-6 Transporter,3,Prismatic,Kinetic resistant,Multi-weave,139.5302,1,0.485,0.291,1.3386
Type-6 Transporter,4,Bi-Weave,Reinforced,Fast Charge,167.6485,2.07,0.4238,0.5085,1.017
Type-6 Transporter,4,Bi-Weave,Reinforced,Force Block,162.6155,1.8,0.4175,0.4609,1.002
Type-6 Transporter,4,Bi-Weave,Reinforced,Hi-Cap,177.7056,1.8,0.4175,0.501,1.002
Type-6 Transporter,4,Bi-Weave,Reinforced,Thermo Block,162.6155,1.8,0.4175,0.501,0.9218
Type-6 Transporter,4,Bi-Weave,Reinforced,Multi-weave,167.6485,1.8,0.405,0.486,0.9719
Type-6 Transporter,4,Bi-Weave,Thermal resistant,Fast Charge,121.4844,2.07,0.5075,0.7308,0.609
Type-6 Transporter,4,Bi-Weave,Thermal resistant,Force Block,117.8399,1.8,0.5,0.6624,0.6
Type-6 Transporter,4,Bi-Weave,Thermal resistant,Hi-Cap,128.7735,1.8,0.5,0.72,0.6
Type-6 Transporter,4,Bi-Weave,Thermal resistant,Thermo Block,117.8399,1.8,0.5,0.72,0.552
Type-6 Transporter,4,Bi-Weave,Thermal resistant,Multi-weave,121.4844,1.8,0.485,0.6984,0.582
Type-6 Transporter,4,Bi-Weave,Kinetic resistant,Fast Charge,121.4844,2.07,0.5075,0.3045,1.4007
Type-6 Transporter,4,Bi-Weave,Kinetic resistant,Force Block,117.8399,1.8,0.5,0.276,1.38
Type-6 Transporter,4,Bi-Weave,Kinetic resistant,Hi-Cap,128.7735,1.8,0.5,0.3,1.38
Type-6 Transporter,4,Bi-Weave,Kinetic resistant,Thermo Block,117.8399,1.8,0.5,0.3,1.2696
Type-6 Transporter,4,Bi-Weave,Kinetic resistant,Multi-weave,121.4844,1.8,0.485,0.291,1.3386
Type-6 Transporter,4,Normal,Reinforced,Fast Charge,204.9085,1.15,0.4238,0.5085,1.017
Type-6 Transporter,4,Normal,Reinforced,Force Block,198.7595,1,0.4175,0.4609,1.002
Type-6 Transporter,4,Normal,Reinforced,Hi-Cap,217.2066,1,0.4175,0.501,1.002
Type-6 Transporter,4,Normal,Reinforced,Thermo Block,198.7595,1,0.4175,0.501,0.9218
Type-6 Transporter,4,Normal,Reinforced,Multi-weave,204.9085,1,0.405,0.486,0.9719
Type-6 Transporter,4,Normal,Thermal resistant,Fast Charge,148.4844,1.15,0.5075,0.7308,0.609
Type-6 Transporter,4,Normal,Thermal resistant,Force Block,144.0299,1,0.5,0.6624,0.6
Type-6 Transporter,4,Normal,Thermal resistant,Hi-Cap,157.3935,1,0.5,0.72,0.6
Type-6 Transporter,4,Normal,Thermal resistant,Thermo Block,144.0299,1,0.5,0.72,0.552
Type-6 Transporter,4,Normal,Thermal resistant,Multi-weave,148.4844,1,0.485,0.6984,0.582
Type-6 Transporter,4,Normal,Kinetic resistant,Fast Charge,148.4844,1.15,0.5075,0.3045,1.4007
Type-6 Transporter,4,Normal,Kinetic resistant,Force Block,144.0299,1,0.5,0.276,1.38
Type-6 Transporter,4,Normal,Kinetic resistant,Hi-Cap,157.3935,1,0.5,0.3,1.38
Type-6 Transporter,4,Normal,Kinetic resistant,Thermo Block,144.0299,1,0.5,0.3,1.2696
Type-6 Transporter,4,Normal,Kinetic resistant,Multi-weave,148.4844,1,0.485,0.291,1.3386
Type-6 Transporter,4,Prismatic,Reinforced,Fast Charge,242.1685,1.15,0.4238,0.5085,1.017
Type-6 Transporter,4,Prismatic,Reinforced,Force Block,234.9035,1,0.4175,0.4609,1.002
Type-6 Transporter,4,Prismatic,Reinforced,Hi-Cap,256.6986,1,0.4175,0.501,1.002
Type-6 Transporter,4,Prismatic,Reinforced,Thermo Block,234.9035,1,0.4175,0.501,0.9218
Type-6 Transporter,4,Prismatic,Reinforced,Multi-weave,242.1685,1,0.405,0.486,0.9719
Type-6 Transporter,4,Prismatic,Thermal resistant,Fast Charge,175.4844,1.15,0.5075,0.7308,0.609
Type-6 Transporter,4,Prismatic,Thermal resistant,Force Block,170.2199,1,0.5,0.6624,0.6
Type-6 Transporter,4,Prismatic,Thermal resistant,Hi-Cap,186.0135,1,0.5,0.72,0.6
Type-6 Transporter,4,Prismatic,Thermal resistant,Thermo Block,170.2199,1,0.5,0.72,0.552
Type-6 Transporter,4,Prismatic,Thermal resistant,Multi-weave,175.4844,1,0.485,0.6984,0.582
Type-6 Transporter,4,Prismatic,Kinetic resistant,Fast Charge,175.4844,1.15,0.5075,0.3045,1.4007
Type-6 Transporter,4,Prismatic,Kinetic resistant,Force Block,170.2199,1,0.5,0.276,1.38
Type-6 Transporter,4,Prismatic,Kinetic resistant,Hi-Cap,186.0135,1,0.5,0.3,1.38
Type-6 Transporter,4,Prismatic,Kinetic resistant,Thermo Block,170.2199,1,0.5,0.3,1.2696
Type-6 Transporter,4,Prismatic,Kinetic resistant,Multi-weave,175.4844,1,0.485,0.291,1.3386
Type-6 Transporter,5,Bi-Weave,Reinforced,Fast Charge,173.88,2.53,0.4238,0.5085,1.017
Type-6 Transporter,5,Bi-Weave,Reinforced,Force Block,168.66,2.2,0.4175,0.4609,1.002
Type-6 Transporter,5,Bi-Weave,Reinforced,Hi-Cap,184.311,2.2,0.4175,0.501,1.002
Type-6 Transporter,5,Bi-Weave,Reinforced,Thermo Block,168.66,2.2,0.4175,0.501,0.9218
Type-6 Transporter,5,Bi-Weave,Reinforced,Multi-weave,173.88,2.2,0.405,0.486,0.9719
Type-6 Transporter,5,Bi-Weave,Thermal resistant,Fast Charge,126.0,2.53,0.5075,0.7308,0.609
Type-6 Transporter,5,Bi-Weave,Thermal resistant,Force Block,122.22,2.2,0.5,0.6624,0.6
Type-6 Transporter,5,Bi-Weave,Thermal resistant,Hi-Cap,133.56,2.2,0.5,0.72,0.6
Type-6 Transporter,5,Bi-Weave,Thermal resistant,Thermo Block,122.22,2.2,0.5,0.72,0.552
Type-6 Transporter,5,Bi-Weave,Thermal resistant,Multi-weave,126.0,2.2,0.485,0.6984,0.582
Type-6 Transporter,5,Bi-Weave,Kinetic resistant,Fast Charge,126.0,2.53,0.5075,0.3045,1.4007
Type-6 Transporter,5,Bi-Weave,Kinetic resistant,Force Block,122.22,2.2,0.5,0.276,1.38
Type-6 Transporter,5,Bi-Weave,Kinetic resistant,Hi-Cap,133.56,2.2,0.5,0.3,1.38
Type-6 Transporter,5,Bi-Weave,Kinetic resistant,Thermo Block,122.22,2.2,0.5,0.3,1.2696
Type-6 Transporter,5,Bi-Weave,Kinetic resistant,Multi-weave,126.0,2.2,0.485,0.291,1.3386
Type-6 Transporter,5,Normal,Reinforced,Fast Charge,211.14,1.15,0.4238,0.5085,1.017
Type-6 Transporter,5,Normal,Reinforced,Force Block,204.804,1,0.4175,0.4609,1.002
Type-6 Transporter,5,Normal,Reinforced,Hi-Cap,223.812,1,0.4175,0.501,1.002
Type-6 Transporter,5,Normal,Reinforced,Thermo Block,204.804,1,0.4175,0.501,0.9218
Type-6 Transporter,5,Normal,Reinforced,Multi-weave,211.14,1,0.405,0.486,0.9719
Type-6 Transporter,5,Normal,Thermal resistant,Fast Charge,153.0,1.15,0.5075,0.7308,0.609
Type-6 Transporter,5,Normal,Thermal resistant,Force Block,148.41,1,0.5,0.6624,0.6
Type-6 Transporter,5,Normal,Thermal resistant,Hi-Cap,162.18,1,0.5,0.72,0.6
Type-6 Transporter,5,Normal,Thermal resistant,Thermo Block,148.41,1,0.5,0.72,0.552
Type-6 Transporter,5,Normal,Thermal resistant,Multi-weave,153.0,1,0.485,0.6984,0.582
Type-6 Transporter,5,Normal,Kinetic resistant,Fast Charge,153.0,1.15,0.5075,0.3045,1.4007
Type-6 Transporter,5,Normal,Kinetic resistant,Force Block,148.41,1,0.5,0.276,1.38
